acquisition_id,vehicle_id,dealership_id,acquisition_date,acquisition_source,acquisition_cost,reconditioning_cost,original_asking_price,msrp,initial_inventory_status,source_system
ACQ-00000190,VEH-0000190,GSA-003,2025-12-09,Lease Return,2030.00,847.80,3889.59,,In Stock,arpi_synthetic_generator
ACQ-00000191,VEH-0000191,GSA-001,2025-11-27,Manufacturer Allocation,42858.47,60.00,47684.13,47681.08,In Transit,arpi_synthetic_generator
ACQ-00000192,VEH-0000192,GSA-003,2025-10-31,Customer Trade,27035.67,424.82,35670.00,,In Stock,arpi_synthetic_generator
ACQ-00000193,VEH-0000193,GSA-002,2025-11-27,Manufacturer Allocation,29194.84,105.00,32119.87,32114.28,In Transit,arpi_synthetic_generator
ACQ-00000194,VEH-0000194,GSA-001,2025-08-28,Auction,36430.27,2037.32,55917.34,,In Reconditioning,arpi_synthetic_generator
ACQ-00000195,VEH-0000195,GSA-001,2025-12-10,Auction,22613.27,1124.52,32833.92,,In Stock,arpi_synthetic_generator
ACQ-00000196,VEH-0000196,GSA-002,2025-08-29,Customer Trade,12350.61,2358.60,19618.64,,In Reconditioning,arpi_synthetic_generator
ACQ-00000197,VEH-0000197,GSA-003,2025-06-02,Off-street Purchase,6871.39,1053.24,9569.26,,In Stock,arpi_synthetic_generator
ACQ-00000198,VEH-0000198,GSA-002,2025-11-07,Off-street Purchase,18457.68,715.89,24705.36,,In Stock,arpi_synthetic_generator
ACQ-00000199,VEH-0000199,GSA-002,2025-09-23,Manufacturer Allocation,36963.31,10.00,41156.24,40853.23,In Transit,arpi_synthetic_generator
ACQ-00000200,VEH-0000200,GSA-003,2025-08-05,Customer Trade,4862.46,1584.24,8820.58,,In Reconditioning,arpi_synthetic_generator
ACQ-00000201,VEH-0000201,GSA-003,2025-06-30,Auction,13044.29,1815.56,19465.91,,In Reconditioning,arpi_synthetic_generator
ACQ-00000202,VEH-0000202,GSA-002,2025-09-25,Lease Return,16295.69,3305.87,24711.41,,In Reconditioning,arpi_synthetic_generator
ACQ-00000203,VEH-0000203,GSA-001,2025-12-03,Manufacturer Allocation,43841.78,132.00,48721.00,48284.27,In Transit,arpi_synthetic_generator
ACQ-00000204,VEH-0000204,GSA-001,2025-05-13,Customer Trade,11062.90,3101.68,18362.34,,In Reconditioning,arpi_synthetic_generator
ACQ-00000205,VEH-0000205,GSA-002,2025-09-10,Lease Return,15397.79,2724.04,25826.58,,In Reconditioning,arpi_synthetic_generator
ACQ-00000206,VEH-0000206,GSA-002,2025-07-30,Manufacturer Allocation,35399.21,155.00,39269.77,39522.52,In Transit,arpi_synthetic_generator
ACQ-00000207,VEH-0000207,GSA-001,2025-11-13,Customer Trade,30843.08,1695.37,40428.34,,In Reconditioning,arpi_synthetic_generator
ACQ-00000208,VEH-0000208,GSA-003,2025-11-07,Auction,2892.39,1072.02,5294.73,,In Stock,arpi_synthetic_generator
ACQ-00000209,VEH-0000209,GSA-002,2025-06-18,Customer Trade,5804.33,1829.13,10205.00,,In Reconditioning,arpi_synthetic_generator
ACQ-00000210,VEH-0000210,GSA-002,2025-07-24,Manufacturer Allocation,34699.07,105.00,37989.88,37919.54,In Transit,arpi_synthetic_generator
ACQ-00000211,VEH-0000211,GSA-001,2025-05-22,Manufacturer Allocation,36734.14,112.00,39402.67,39351.28,In Transit,arpi_synthetic_generator
ACQ-00000212,VEH-0000212,GSA-002,2025-09-01,Auction,9309.20,2704.07,14689.66,,In Reconditioning,arpi_synthetic_generator
ACQ-00000213,VEH-0000213,GSA-003,2025-09-22,Off-street Purchase,19325.23,929.11,28005.98,,In Stock,arpi_synthetic_generator
ACQ-00000214,VEH-0000214,GSA-002,2025-07-15,Manufacturer Allocation,36744.99,76.00,39923.11,40016.11,In Transit,arpi_synthetic_generator
ACQ-00000215,VEH-0000215,GSA-002,2025-07-17,Customer Trade,11693.02,3360.19,20920.32,,In Reconditioning,arpi_synthetic_generator
ACQ-00000216,VEH-0000216,GSA-003,2025-12-15,Off-street Purchase,18256.31,1201.70,25316.62,,In Reconditioning,arpi_synthetic_generator
ACQ-00000217,VEH-0000217,GSA-003,2025-11-01,Customer Trade,12328.61,3525.44,20127.02,,In Reconditioning,arpi_synthetic_generator
ACQ-00000218,VEH-0000218,GSA-003,2025-12-01,Lease Return,33780.57,1135.84,48327.56,,In Stock,arpi_synthetic_generator
ACQ-00000219,VEH-0000219,GSA-003,2025-05-15,Lease Return,11724.49,2805.57,18284.15,,In Reconditioning,arpi_synthetic_generator
ACQ-00000220,VEH-0000220,GSA-001,2025-12-22,Auction,9434.54,1901.77,14205.98,,In Reconditioning,arpi_synthetic_generator
ACQ-00000221,VEH-0000221,GSA-002,2025-08-21,Manufacturer Allocation,22833.64,34.00,25400.47,25244.63,In Transit,arpi_synthetic_generator
ACQ-00000222,VEH-0000222,GSA-001,2025-07-16,Manufacturer Allocation,45166.76,25.00,49309.03,48951.49,In Transit,arpi_synthetic_generator
ACQ-00000223,VEH-0000223,GSA-003,2025-09-10,Auction,8601.33,1354.54,12177.11,,In Reconditioning,arpi_synthetic_generator
ACQ-00000224,VEH-0000224,GSA-001,2025-08-11,Manufacturer Allocation,42031.11,122.00,45715.75,45848.25,In Transit,arpi_synthetic_generator
ACQ-00000225,VEH-0000225,GSA-003,2025-09-16,Lease Return,32473.54,708.34,46146.90,,In Stock,arpi_synthetic_generator
ACQ-00000226,VEH-0000226,GSA-002,2025-11-04,Manufacturer Allocation,23205.35,159.00,24803.60,25012.23,In Transit,arpi_synthetic_generator
ACQ-00000227,VEH-0000227,GSA-001,2025-08-23,Manufacturer Allocation,35553.57,158.00,39010.99,38503.10,In Transit,arpi_synthetic_generator
ACQ-00000228,VEH-0000228,GSA-002,2025-06-26,Manufacturer Allocation,36886.76,79.00,40505.18,40608.04,In Transit,arpi_synthetic_generator
ACQ-00000229,VEH-0000229,GSA-003,2025-08-25,Customer Trade,11870.90,1197.89,17918.17,,In Stock,arpi_synthetic_generator
ACQ-00000230,VEH-0000230,GSA-003,2025-07-31,Lease Return,1838.03,797.89,3608.90,,In Stock,arpi_synthetic_generator
ACQ-00000231,VEH-0000231,GSA-002,2025-06-07,Customer Trade,5959.33,1869.43,9900.97,,In Reconditioning,arpi_synthetic_generator
ACQ-00000232,VEH-0000232,GSA-003,2025-08-11,Customer Trade,31448.31,1285.33,43783.14,,In Reconditioning,arpi_synthetic_generator
ACQ-00000233,VEH-0000233,GSA-001,2025-08-22,Manufacturer Allocation,35844.61,148.00,39188.52,38648.56,In Transit,arpi_synthetic_generator
ACQ-00000234,VEH-0000234,GSA-001,2025-11-11,Manufacturer Allocation,42706.22,93.00,48391.91,47403.69,In Transit,arpi_synthetic_generator
ACQ-00000235,VEH-0000235,GSA-001,2025-07-02,Customer Trade,9227.33,2189.00,15820.45,,In Reconditioning,arpi_synthetic_generator
ACQ-00000236,VEH-0000236,GSA-003,2025-10-06,Auction,11277.55,3135.31,19609.81,,In Reconditioning,arpi_synthetic_generator
ACQ-00000237,VEH-0000237,GSA-001,2025-06-10,Auction,2124.55,872.38,3907.27,,In Stock,arpi_synthetic_generator
ACQ-00000238,VEH-0000238,GSA-002,2025-06-30,Auction,32300.25,1614.72,48960.70,,In Reconditioning,arpi_synthetic_generator
ACQ-00000239,VEH-0000239,GSA-002,2025-10-13,Auction,3028.10,1107.31,5755.56,,In Stock,arpi_synthetic_generator
ACQ-00000240,VEH-0000240,GSA-002,2025-06-14,Lease Return,5816.18,1832.21,9941.08,,In Reconditioning,arpi_synthetic_generator
ACQ-00000241,VEH-0000241,GSA-001,2025-11-30,Lease Return,10077.65,1345.12,13504.56,,In Reconditioning,arpi_synthetic_generator
ACQ-00000242,VEH-0000242,GSA-003,2025-07-01,Off-street Purchase,26240.65,1563.10,38761.10,,In Reconditioning,arpi_synthetic_generator
ACQ-00000243,VEH-0000243,GSA-001,2025-07-03,Customer Trade,6317.47,1962.54,10847.98,,In Reconditioning,arpi_synthetic_generator
ACQ-00000244,VEH-0000244,GSA-002,2025-07-15,Manufacturer Allocation,27724.31,38.00,30225.02,30442.19,In Transit,arpi_synthetic_generator
ACQ-00000245,VEH-0000245,GSA-003,2025-10-09,Auction,2755.78,1036.50,5017.91,,In Stock,arpi_synthetic_generator
ACQ-00000246,VEH-0000246,GSA-002,2025-07-30,Dealer Trade,6172.49,1387.29,10207.00,,In Reconditioning,arpi_synthetic_generator
ACQ-00000247,VEH-0000247,GSA-002,2025-03-24,Auction,9792.44,804.06,13067.84,,In Stock,arpi_synthetic_generator
ACQ-00000248,VEH-0000248,GSA-003,2025-08-04,Auction,10183.38,435.69,14675.19,,In Stock,arpi_synthetic_generator
ACQ-00000249,VEH-0000249,GSA-001,2025-05-02,Lease Return,26940.12,2541.03,38614.41,,In Reconditioning,arpi_synthetic_generator
ACQ-00000250,VEH-0000250,GSA-001,2025-05-27,Auction,30135.79,1314.64,39398.36,,In Reconditioning,arpi_synthetic_generator
ACQ-00000251,VEH-0000251,GSA-002,2025-09-15,Customer Trade,9041.09,2670.68,15576.47,,In Reconditioning,arpi_synthetic_generator
ACQ-00000252,VEH-0000252,GSA-001,2025-03-14,Auction,10167.69,2963.60,17722.83,,In Reconditioning,arpi_synthetic_generator
ACQ-00000253,VEH-0000253,GSA-002,2025-07-15,Manufacturer Allocation,36033.32,117.00,39564.94,39159.29,In Transit,arpi_synthetic_generator
ACQ-00000254,VEH-0000254,GSA-001,2025-07-16,Auction,37834.35,1107.63,50956.67,,In Stock,arpi_synthetic_generator
ACQ-00000255,VEH-0000255,GSA-001,2025-12-23,Dealer Trade,16110.03,1021.05,24227.06,,In Stock,arpi_synthetic_generator
ACQ-00000256,VEH-0000256,GSA-003,2025-08-11,Off-street Purchase,28106.05,1890.55,43676.13,,In Reconditioning,arpi_synthetic_generator
ACQ-00000257,VEH-0000257,GSA-002,2025-10-15,Manufacturer Allocation,35032.24,37.00,37837.59,38058.79,In Transit,arpi_synthetic_generator
ACQ-00000258,VEH-0000258,GSA-002,2025-02-21,Auction,10352.30,2818.86,16798.84,,In Reconditioning,arpi_synthetic_generator
ACQ-00000259,VEH-0000259,GSA-001,2025-12-24,Manufacturer Allocation,33871.73,119.00,38236.17,37605.97,In Transit,arpi_synthetic_generator
ACQ-00000260,VEH-0000260,GSA-001,2025-06-27,Manufacturer Allocation,44416.28,39.00,47296.94,47824.44,In Transit,arpi_synthetic_generator
ACQ-00000261,VEH-0000261,GSA-001,2025-12-31,Manufacturer Allocation,45287.49,109.00,51091.49,49748.00,In Transit,arpi_synthetic_generator
ACQ-00000262,VEH-0000262,GSA-001,2025-07-07,Manufacturer Allocation,35400.82,81.00,39829.77,39510.64,In Transit,arpi_synthetic_generator
ACQ-00000263,VEH-0000263,GSA-003,2025-11-14,Customer Trade,9268.47,2002.17,16132.59,,In Reconditioning,arpi_synthetic_generator
ACQ-00000264,VEH-0000264,GSA-001,2025-11-12,Manufacturer Allocation,42423.92,112.00,48346.34,47437.07,In Transit,arpi_synthetic_generator
ACQ-00000265,VEH-0000265,GSA-003,2025-06-05,Auction,5456.84,1738.78,8833.24,,In Reconditioning,arpi_synthetic_generator
ACQ-00000266,VEH-0000266,GSA-001,2025-07-16,Off-street Purchase,27751.12,792.02,37110.25,,In Stock,arpi_synthetic_generator
ACQ-00000267,VEH-0000267,GSA-002,2025-04-14,Off-street Purchase,11673.68,3107.25,19147.91,,In Reconditioning,arpi_synthetic_generator
ACQ-00000268,VEH-0000268,GSA-003,2025-06-11,Lease Return,3029.09,1107.56,5502.96,,In Stock,arpi_synthetic_generator
ACQ-00000269,VEH-0000269,GSA-003,2025-09-26,Off-street Purchase,12196.31,3270.36,20536.06,,In Reconditioning,arpi_synthetic_generator
ACQ-00000270,VEH-0000270,GSA-001,2025-07-10,Auction,4625.68,1522.68,8282.07,,In Reconditioning,arpi_synthetic_generator
ACQ-00000271,VEH-0000271,GSA-002,2025-10-20,Manufacturer Allocation,35660.53,29.00,38829.73,39088.73,In Transit,arpi_synthetic_generator
ACQ-00000272,VEH-0000272,GSA-001,2025-10-08,Manufacturer Allocation,35361.98,1.00,38705.97,39350.81,In Transit,arpi_synthetic_generator
ACQ-00000273,VEH-0000273,GSA-003,2025-12-16,Customer Trade,8274.42,1011.13,12713.38,,In Stock,arpi_synthetic_generator
ACQ-00000274,VEH-0000274,GSA-003,2025-12-31,Dealer Trade,10496.75,885.43,14172.98,,In Stock,arpi_synthetic_generator
ACQ-00000275,VEH-0000275,GSA-001,2025-05-22,Manufacturer Allocation,41368.53,118.00,46167.69,45319.18,In Transit,arpi_synthetic_generator
ACQ-00000276,VEH-0000276,GSA-001,2025-12-30,Auction,33733.27,655.93,45965.05,,In Stock,arpi_synthetic_generator
ACQ-00000277,VEH-0000277,GSA-001,2025-10-10,Off-street Purchase,12631.89,960.70,16132.95,,In Stock,arpi_synthetic_generator
ACQ-00000278,VEH-0000278,GSA-002,2025-07-25,Auction,41492.55,1206.26,60569.50,,In Reconditioning,arpi_synthetic_generator
ACQ-00000279,VEH-0000279,GSA-003,2025-11-15,Customer Trade,4641.80,1526.87,7921.92,,In Reconditioning,arpi_synthetic_generator
ACQ-00000280,VEH-0000280,GSA-002,2025-06-20,Customer Trade,17346.57,2054.28,24787.34,,In Reconditioning,arpi_synthetic_generator
ACQ-00000281,VEH-0000281,GSA-003,2025-10-28,Auction,18494.21,1249.11,25369.02,,In Reconditioning,arpi_synthetic_generator
ACQ-00000282,VEH-0000282,GSA-003,2025-08-27,Customer Trade,28580.68,945.60,40005.72,,In Stock,arpi_synthetic_generator
ACQ-00000283,VEH-0000283,GSA-002,2025-06-10,Manufacturer Allocation,36129.75,4.00,39857.00,39720.88,In Transit,arpi_synthetic_generator
ACQ-00000284,VEH-0000284,GSA-003,2025-09-02,Dealer Trade,35732.43,713.24,45588.98,,In Stock,arpi_synthetic_generator
ACQ-00000285,VEH-0000285,GSA-003,2025-12-11,Dealer Trade,35727.22,819.38,51580.12,,In Stock,arpi_synthetic_generator
ACQ-00000286,VEH-0000286,GSA-001,2025-07-29,Manufacturer Allocation,44456.32,24.00,47245.31,47810.82,In Transit,arpi_synthetic_generator
ACQ-00000287,VEH-0000287,GSA-001,2025-08-05,Manufacturer Allocation,41880.17,150.00,46559.38,46238.67,In Transit,arpi_synthetic_generator
ACQ-00000288,VEH-0000288,GSA-001,2025-07-23,Auction,28179.48,1309.10,39181.39,,In Reconditioning,arpi_synthetic_generator
ACQ-00000289,VEH-0000289,GSA-001,2025-08-29,Lease Return,3013.44,1103.49,5706.53,,In Stock,arpi_synthetic_generator
ACQ-00000290,VEH-0000290,GSA-001,2025-11-08,Manufacturer Allocation,44256.73,69.00,48849.81,48965.12,In Transit,arpi_synthetic_generator
ACQ-00000291,VEH-0000291,GSA-002,2025-09-04,Dealer Trade,33830.68,1819.34,49145.44,,In Reconditioning,arpi_synthetic_generator
ACQ-00000292,VEH-0000292,GSA-003,2025-03-12,Customer Trade,8342.54,2489.06,12916.89,,In Reconditioning,arpi_synthetic_generator
ACQ-00000293,VEH-0000293,GSA-001,2025-09-16,Manufacturer Allocation,43772.52,48.00,49010.90,48193.82,In Transit,arpi_synthetic_generator
ACQ-00000294,VEH-0000294,GSA-003,2025-08-08,Customer Trade,18711.20,885.25,26146.80,,In Stock,arpi_synthetic_generator
ACQ-00000295,VEH-0000295,GSA-002,2025-12-25,Lease Return,7332.03,2226.33,11272.17,,In Reconditioning,arpi_synthetic_generator
ACQ-00000296,VEH-0000296,GSA-002,2025-11-06,Customer Trade,9791.92,2423.62,16799.36,,In Reconditioning,arpi_synthetic_generator
ACQ-00000297,VEH-0000297,GSA-001,2025-07-16,Off-street Purchase,18964.81,1726.88,27193.39,,In Reconditioning,arpi_synthetic_generator
ACQ-00000298,VEH-0000298,GSA-001,2025-09-10,Manufacturer Allocation,34915.33,48.00,38230.13,38527.56,In Transit,arpi_synthetic_generator
ACQ-00000299,VEH-0000299,GSA-001,2025-06-16,Auction,28228.15,2783.91,41998.64,,In Reconditioning,arpi_synthetic_generator
ACQ-00000300,VEH-0000300,GSA-001,2025-04-16,Auction,1593.53,734.32,2959.88,,In Stock,arpi_synthetic_generator
ACQ-00000301,VEH-0000301,GSA-002,2025-07-24,Customer Trade,19539.61,2096.55,27767.87,,In Reconditioning,arpi_synthetic_generator
ACQ-00000302,VEH-0000302,GSA-001,2025-11-27,Manufacturer Allocation,43036.92,158.00,47060.15,46941.62,In Transit,arpi_synthetic_generator
ACQ-00000303,VEH-0000303,GSA-001,2025-07-31,Manufacturer Allocation,36091.95,120.00,40231.87,40213.69,In Transit,arpi_synthetic_generator
ACQ-00000304,VEH-0000304,GSA-003,2025-07-01,Dealer Trade,3617.62,1260.58,6517.09,,In Reconditioning,arpi_synthetic_generator
ACQ-00000305,VEH-0000305,GSA-001,2025-09-10,Customer Trade,30046.98,4343.20,45068.61,,In Reconditioning,arpi_synthetic_generator
ACQ-00000306,VEH-0000306,GSA-001,2025-10-31,Manufacturer Allocation,34255.40,36.00,38116.64,38030.12,In Transit,arpi_synthetic_generator
ACQ-00000307,VEH-0000307,GSA-002,2025-11-14,Manufacturer Allocation,22580.15,106.00,24947.44,24727.73,In Transit,arpi_synthetic_generator
ACQ-00000308,VEH-0000308,GSA-003,2025-06-26,Off-street Purchase,32828.78,1734.03,46197.07,,In Reconditioning,arpi_synthetic_generator
ACQ-00000309,VEH-0000309,GSA-001,2025-11-17,Customer Trade,29191.70,1300.23,41207.98,,In Reconditioning,arpi_synthetic_generator
ACQ-00000310,VEH-0000310,GSA-001,2025-08-06,Customer Trade,29576.19,1258.02,43110.05,,In Reconditioning,arpi_synthetic_generator
ACQ-00000311,VEH-0000311,GSA-002,2025-07-24,Manufacturer Allocation,35529.66,159.00,39260.80,38871.27,In Transit,arpi_synthetic_generator
ACQ-00000312,VEH-0000312,GSA-002,2025-12-05,Manufacturer Allocation,36025.33,131.00,39920.86,39553.72,In Transit,arpi_synthetic_generator
ACQ-00000313,VEH-0000313,GSA-002,2025-06-26,Lease Return,7817.28,1836.51,12851.48,,In Reconditioning,arpi_synthetic_generator
ACQ-00000314,VEH-0000314,GSA-002,2025-10-29,Auction,5663.80,1602.07,9072.32,,In Reconditioning,arpi_synthetic_generator
ACQ-00000315,VEH-0000315,GSA-001,2025-05-20,Lease Return,23832.22,937.74,34382.49,,In Stock,arpi_synthetic_generator
ACQ-00000316,VEH-0000316,GSA-003,2025-06-19,Dealer Trade,33530.91,1638.79,45714.10,,In Reconditioning,arpi_synthetic_generator
ACQ-00000317,VEH-0000317,GSA-002,2025-09-08,Manufacturer Allocation,35998.21,100.00,40285.44,39946.57,In Transit,arpi_synthetic_generator
ACQ-00000318,VEH-0000318,GSA-001,2025-07-24,Manufacturer Allocation,34770.79,145.00,38481.88,38296.56,In Transit,arpi_synthetic_generator
ACQ-00000319,VEH-0000319,GSA-002,2025-12-03,Customer Trade,5782.27,1629.13,9564.57,,In Reconditioning,arpi_synthetic_generator
ACQ-00000320,VEH-0000320,GSA-002,2025-11-27,Customer Trade,2487.80,966.83,4632.46,,In Stock,arpi_synthetic_generator
ACQ-00000321,VEH-0000321,GSA-001,2025-10-31,Manufacturer Allocation,35788.53,44.00,38671.87,38834.35,In Transit,arpi_synthetic_generator
ACQ-00000322,VEH-0000322,GSA-003,2025-05-30,Customer Trade,30795.98,755.90,43869.13,,In Stock,arpi_synthetic_generator
ACQ-00000323,VEH-0000323,GSA-001,2025-10-14,Lease Return,10740.98,1127.06,14193.35,,In Stock,arpi_synthetic_generator
ACQ-00000324,VEH-0000324,GSA-001,2025-06-10,Lease Return,16338.23,2599.57,26396.15,,In Reconditioning,arpi_synthetic_generator
ACQ-00000325,VEH-0000325,GSA-002,2025-07-30,Manufacturer Allocation,23257.52,151.00,25428.09,25056.48,In Transit,arpi_synthetic_generator
ACQ-00000326,VEH-0000326,GSA-001,2025-07-19,Manufacturer Allocation,34412.64,70.00,37331.35,37207.00,In Transit,arpi_synthetic_generator
ACQ-00000327,VEH-0000327,GSA-003,2025-05-15,Lease Return,11390.09,1722.01,17593.00,,In Reconditioning,arpi_synthetic_generator
ACQ-00000328,VEH-0000328,GSA-001,2025-09-10,Customer Trade,29586.20,1320.82,40721.70,,In Reconditioning,arpi_synthetic_generator
ACQ-00000329,VEH-0000329,GSA-001,2025-10-24,Manufacturer Allocation,41891.98,133.00,45512.51,45182.05,In Transit,arpi_synthetic_generator
ACQ-00000330,VEH-0000330,GSA-003,2025-06-13,Customer Trade,8196.08,1862.94,12289.12,,In Reconditioning,arpi_synthetic_generator
ACQ-00000331,VEH-0000331,GSA-002,2025-08-13,Off-street Purchase,29996.28,1110.76,41477.41,,In Stock,arpi_synthetic_generator
ACQ-00000332,VEH-0000332,GSA-002,2025-12-25,Lease Return,7210.68,2194.78,11666.90,,In Reconditioning,arpi_synthetic_generator
ACQ-00000333,VEH-0000333,GSA-002,2025-10-21,Manufacturer Allocation,34991.41,46.00,38983.88,38617.82,In Transit,arpi_synthetic_generator
ACQ-00000334,VEH-0000334,GSA-003,2025-10-01,Customer Trade,1633.93,744.82,3068.67,,In Stock,arpi_synthetic_generator
ACQ-00000335,VEH-0000335,GSA-002,2025-11-10,Off-street Purchase,29951.55,985.27,41738.47,,In Stock,arpi_synthetic_generator
ACQ-00000336,VEH-0000336,GSA-001,2025-04-01,Lease Return,15717.52,2507.04,24822.54,,In Reconditioning,arpi_synthetic_generator
ACQ-00000337,VEH-0000337,GSA-001,2025-09-04,Dealer Trade,32570.81,1562.86,41454.69,,In Reconditioning,arpi_synthetic_generator
ACQ-00000338,VEH-0000338,GSA-002,2025-05-20,Manufacturer Allocation,22609.43,68.00,24763.84,24756.78,In Transit,arpi_synthetic_generator
ACQ-00000339,VEH-0000339,GSA-001,2025-12-22,Auction,37816.53,1364.98,56211.60,,In Reconditioning,arpi_synthetic_generator
ACQ-00000340,VEH-0000340,GSA-001,2025-06-06,Auction,18863.35,1879.35,26923.11,,In Reconditioning,arpi_synthetic_generator
ACQ-00000341,VEH-0000341,GSA-001,2025-07-30,Dealer Trade,28098.60,1351.69,41145.50,,In Reconditioning,arpi_synthetic_generator
ACQ-00000342,VEH-0000342,GSA-003,2025-05-22,Off-street Purchase,8684.12,2577.87,14258.05,,In Reconditioning,arpi_synthetic_generator
ACQ-00000343,VEH-0000343,GSA-001,2025-09-26,Auction,10395.07,1717.15,16153.84,,In Reconditioning,arpi_synthetic_generator
ACQ-00000344,VEH-0000344,GSA-001,2025-09-24,Auction,38543.97,1279.12,56748.78,,In Reconditioning,arpi_synthetic_generator
ACQ-00000345,VEH-0000345,GSA-002,2025-11-25,Lease Return,12377.52,1297.38,17856.14,,In Reconditioning,arpi_synthetic_generator
ACQ-00000346,VEH-0000346,GSA-003,2025-05-03,Auction,2302.10,918.55,3939.74,,In Stock,arpi_synthetic_generator
ACQ-00000347,VEH-0000347,GSA-001,2025-05-08,Customer Trade,2848.73,1060.67,5024.10,,In Stock,arpi_synthetic_generator
ACQ-00000348,VEH-0000348,GSA-002,2025-12-18,Off-street Purchase,7244.45,1842.68,10827.74,,In Reconditioning,arpi_synthetic_generator
ACQ-00000349,VEH-0000349,GSA-002,2025-10-07,Lease Return,1663.23,752.44,3088.72,,In Stock,arpi_synthetic_generator
ACQ-00000350,VEH-0000350,GSA-003,2025-08-20,Customer Trade,23586.82,1766.43,32849.62,,In Reconditioning,arpi_synthetic_generator
ACQ-00000351,VEH-0000351,GSA-002,2025-06-09,Lease Return,2784.54,1043.98,4732.90,,In Stock,arpi_synthetic_generator
ACQ-00000352,VEH-0000352,GSA-003,2025-06-20,Customer Trade,18660.81,1065.97,24307.00,,In Stock,arpi_synthetic_generator
ACQ-00000353,VEH-0000353,GSA-002,2025-07-06,Manufacturer Allocation,26667.24,131.00,29496.53,29644.40,In Transit,arpi_synthetic_generator
ACQ-00000354,VEH-0000354,GSA-001,2025-06-20,Auction,17559.43,1581.89,23678.58,,In Reconditioning,arpi_synthetic_generator
ACQ-00000355,VEH-0000355,GSA-002,2025-07-05,Dealer Trade,32244.92,1304.58,45643.59,,In Reconditioning,arpi_synthetic_generator
ACQ-00000356,VEH-0000356,GSA-003,2025-07-28,Auction,12090.38,1172.87,17823.74,,In Stock,arpi_synthetic_generator
ACQ-00000357,VEH-0000357,GSA-001,2025-08-05,Manufacturer Allocation,35120.28,133.00,38756.23,38635.53,In Transit,arpi_synthetic_generator
ACQ-00000358,VEH-0000358,GSA-001,2025-07-04,Manufacturer Allocation,46186.10,33.00,50426.25,49527.52,In Transit,arpi_synthetic_generator
ACQ-00000359,VEH-0000359,GSA-003,2025-06-12,Lease Return,9762.75,2858.32,15306.56,,In Reconditioning,arpi_synthetic_generator
ACQ-00000360,VEH-0000360,GSA-003,2025-12-26,Lease Return,12832.61,2481.62,20350.45,,In Reconditioning,arpi_synthetic_generator
ACQ-00000361,VEH-0000361,GSA-003,2025-06-19,Customer Trade,14284.86,1510.88,22385.44,,In Reconditioning,arpi_synthetic_generator
ACQ-00000362,VEH-0000362,GSA-001,2025-12-11,Auction,40121.34,1719.92,53514.76,,In Reconditioning,arpi_synthetic_generator
ACQ-00000363,VEH-0000363,GSA-003,2025-11-20,Auction,1682.02,757.33,3293.87,,In Stock,arpi_synthetic_generator
ACQ-00000364,VEH-0000364,GSA-002,2025-06-06,Customer Trade,6151.78,1919.46,9932.72,,In Reconditioning,arpi_synthetic_generator
ACQ-00000365,VEH-0000365,GSA-003,2025-10-17,Off-street Purchase,16644.40,2294.95,22792.75,,In Reconditioning,arpi_synthetic_generator
ACQ-00000366,VEH-0000366,GSA-002,2025-10-24,Manufacturer Allocation,28443.50,135.00,32092.38,31883.29,In Transit,arpi_synthetic_generator
ACQ-00000367,VEH-0000367,GSA-003,2025-05-16,Auction,8722.55,2280.60,14435.26,,In Reconditioning,arpi_synthetic_generator
ACQ-00000368,VEH-0000368,GSA-003,2025-09-26,Auction,2129.88,873.77,4036.12,,In Stock,arpi_synthetic_generator
ACQ-00000369,VEH-0000369,GSA-002,2025-08-16,Lease Return,12448.39,3411.87,22850.67,,In Reconditioning,arpi_synthetic_generator
ACQ-00000370,VEH-0000370,GSA-003,2025-10-21,Dealer Trade,14150.12,1182.70,18741.26,,In Stock,arpi_synthetic_generator
ACQ-00000371,VEH-0000371,GSA-001,2025-08-25,Manufacturer Allocation,36948.87,75.00,39953.86,39870.33,In Transit,arpi_synthetic_generator
ACQ-00000372,VEH-0000372,GSA-001,2025-10-31,Manufacturer Allocation,35063.50,42.00,38614.84,39095.84,In Transit,arpi_synthetic_generator
ACQ-00000373,VEH-0000373,GSA-001,2025-12-19,Lease Return,7690.26,2319.47,13735.40,,In Reconditioning,arpi_synthetic_generator
ACQ-00000374,VEH-0000374,GSA-002,2025-09-30,Auction,7221.01,1272.78,11565.04,,In Reconditioning,arpi_synthetic_generator
ACQ-00000375,VEH-0000375,GSA-003,2025-05-07,Auction,13691.12,2388.99,20441.70,,In Reconditioning,arpi_synthetic_generator
ACQ-00000376,VEH-0000376,GSA-001,2025-06-03,Lease Return,17402.21,1577.86,24509.06,,In Reconditioning,arpi_synthetic_generator
ACQ-00000377,VEH-0000377,GSA-001,2025-08-23,Customer Trade,22859.69,1138.08,31760.71,,In Stock,arpi_synthetic_generator
ACQ-00000378,VEH-0000378,GSA-002,2025-09-22,Manufacturer Allocation,26805.90,49.00,29239.60,29075.73,In Transit,arpi_synthetic_generator
ACQ-00000379,VEH-0000379,GSA-001,2025-05-09,Auction,35468.91,1222.16,50148.33,,In Reconditioning,arpi_synthetic_generator
ACQ-00000380,VEH-0000380,GSA-001,2025-04-15,Auction,16612.40,1289.02,22983.36,,In Reconditioning,arpi_synthetic_generator
