product_sale_id,sale_id,sale_date,dealership_id,finance_manager_id,finance_product_id,lender_id,finance_structure,product_category,eligibility_rule_id,line_ordinal,product_sale_count,product_retail_price,product_dealer_cost,original_product_gross,contract_term_months,source_system
FPS-00000139,SLE-00000079,2025-07-22,GSA-002,EMP-00017,FP-001,LND-002,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,222.41,111.83,110.58,60,arpi_synthetic_generator
FPS-00000140,SLE-00000079,2025-07-22,GSA-002,EMP-00017,FP-004,LND-002,Retail Finance,GAP,ELIG-GAP,2,1,74.16,23.30,50.86,84,arpi_synthetic_generator
FPS-00000141,SLE-00000081,2025-07-22,GSA-002,EMP-00017,FP-006,,Cash,Tire & Wheel,ELIG-TW,1,1,3863.32,1801.55,2061.77,36,arpi_synthetic_generator
FPS-00000142,SLE-00000082,2025-07-22,GSA-001,EMP-00005,FP-005,LND-001,Retail Finance,GAP,ELIG-GAP,1,1,1463.74,466.45,997.29,48,arpi_synthetic_generator
FPS-00000143,SLE-00000083,2025-07-22,GSA-002,EMP-00017,FP-005,LND-005,Retail Finance,GAP,ELIG-GAP,1,1,115.57,39.15,76.42,60,arpi_synthetic_generator
FPS-00000144,SLE-00000083,2025-07-22,GSA-002,EMP-00017,FP-010,LND-005,Retail Finance,Appearance Protection,ELIG-OTH,2,1,165.14,54.32,110.82,48,arpi_synthetic_generator
FPS-00000145,SLE-00000083,2025-07-22,GSA-002,EMP-00017,FP-014,LND-005,Retail Finance,Paintless Dent Protection,ELIG-OTH,3,1,109.56,40.78,68.78,60,arpi_synthetic_generator
FPS-00000146,SLE-00000084,2025-07-22,GSA-002,EMP-00017,FP-001,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,1417.23,745.11,672.12,60,arpi_synthetic_generator
FPS-00000147,SLE-00000086,2025-07-23,GSA-003,EMP-00028,FP-001,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,2312.44,1195.47,1116.97,60,arpi_synthetic_generator
FPS-00000148,SLE-00000087,2025-07-23,GSA-002,EMP-00017,FP-001,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,4070.00,2211.30,1858.70,60,arpi_synthetic_generator
FPS-00000149,SLE-00000088,2025-07-23,GSA-003,,FP-002,LND-005,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1474.43,775.08,699.35,60,arpi_synthetic_generator
FPS-00000150,SLE-00000088,2025-07-23,GSA-003,,FP-005,LND-005,Retail Finance,GAP,ELIG-GAP,2,1,330.13,100.84,229.29,60,arpi_synthetic_generator
FPS-00000151,SLE-00000090,2025-07-23,GSA-001,EMP-00005,FP-009,LND-003,Retail Finance,Prepaid Maintenance,ELIG-PPM,1,1,381.43,218.68,162.75,24,arpi_synthetic_generator
FPS-00000152,SLE-00000090,2025-07-23,GSA-001,EMP-00005,FP-011,LND-003,Retail Finance,Appearance Protection,ELIG-OTH,2,1,463.05,167.68,295.37,60,arpi_synthetic_generator
FPS-00000153,SLE-00000091,2025-07-24,GSA-002,EMP-00017,FP-005,LND-002,Retail Finance,GAP,ELIG-GAP,1,1,1132.40,349.42,782.98,48,arpi_synthetic_generator
FPS-00000154,SLE-00000091,2025-07-24,GSA-002,EMP-00017,FP-012,LND-002,Retail Finance,Key Replacement,ELIG-OTH,2,1,715.03,264.82,450.21,48,arpi_synthetic_generator
FPS-00000155,SLE-00000092,2025-07-24,GSA-003,EMP-00028,FP-005,LND-010,Retail Finance,GAP,ELIG-GAP,1,1,463.84,160.08,303.76,60,arpi_synthetic_generator
FPS-00000156,SLE-00000092,2025-07-24,GSA-003,EMP-00028,FP-006,LND-010,Retail Finance,Tire & Wheel,ELIG-TW,2,1,738.50,343.61,394.89,24,arpi_synthetic_generator
FPS-00000157,SLE-00000093,2025-07-24,GSA-001,EMP-00005,FP-013,,Cash,Theft or Security Product,ELIG-OTH,1,1,2906.67,948.59,1958.08,60,arpi_synthetic_generator
FPS-00000158,SLE-00000094,2025-07-24,GSA-001,EMP-00005,FP-004,LND-004,Retail Finance,GAP,ELIG-GAP,1,1,106.33,29.53,76.80,72,arpi_synthetic_generator
FPS-00000159,SLE-00000094,2025-07-24,GSA-001,EMP-00005,FP-006,LND-004,Retail Finance,Tire & Wheel,ELIG-TW,2,1,162.07,75.26,86.81,36,arpi_synthetic_generator
FPS-00000160,SLE-00000094,2025-07-24,GSA-001,EMP-00005,FP-010,LND-004,Retail Finance,Appearance Protection,ELIG-OTH,3,1,144.50,47.67,96.83,60,arpi_synthetic_generator
FPS-00000161,SLE-00000094,2025-07-24,GSA-001,EMP-00005,FP-013,LND-004,Retail Finance,Theft or Security Product,ELIG-OTH,4,1,74.70,22.94,51.76,60,arpi_synthetic_generator
FPS-00000162,SLE-00000095,2025-07-24,GSA-001,EMP-00005,FP-006,LND-001,Lease,Tire & Wheel,ELIG-TW,1,1,600.33,282.45,317.88,48,arpi_synthetic_generator
FPS-00000163,SLE-00000095,2025-07-24,GSA-001,EMP-00005,FP-010,LND-001,Lease,Appearance Protection,ELIG-OTH,2,1,532.28,177.73,354.55,60,arpi_synthetic_generator
FPS-00000164,SLE-00000095,2025-07-24,GSA-001,EMP-00005,FP-017,LND-001,Lease,Lease Wear Protection,ELIG-LWP,3,1,493.03,187.38,305.65,27,arpi_synthetic_generator
FPS-00000165,SLE-00000096,2025-07-25,GSA-002,EMP-00017,FP-003,LND-002,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1578.92,838.88,740.04,84,arpi_synthetic_generator
FPS-00000166,SLE-00000096,2025-07-25,GSA-002,EMP-00017,FP-012,LND-002,Retail Finance,Key Replacement,ELIG-OTH,2,1,198.41,72.33,126.08,60,arpi_synthetic_generator
FPS-00000167,SLE-00000097,2025-07-25,GSA-002,EMP-00017,FP-005,LND-008,Retail Finance,GAP,ELIG-GAP,1,1,404.90,131.06,273.84,60,arpi_synthetic_generator
FPS-00000168,SLE-00000097,2025-07-25,GSA-002,EMP-00017,FP-013,LND-008,Retail Finance,Theft or Security Product,ELIG-OTH,2,1,306.14,93.92,212.22,72,arpi_synthetic_generator
FPS-00000169,SLE-00000097,2025-07-25,GSA-002,EMP-00017,FP-015,LND-008,Retail Finance,Paintless Dent Protection,ELIG-OTH,3,1,335.60,130.22,205.38,36,arpi_synthetic_generator
FPS-00000170,SLE-00000097,2025-07-25,GSA-002,EMP-00017,FP-019,LND-008,Retail Finance,Other Aftermarket Product,ELIG-OTH,4,1,216.32,72.56,143.76,60,arpi_synthetic_generator
FPS-00000171,SLE-00000098,2025-07-25,GSA-002,EMP-00017,FP-001,LND-002,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2077.44,1132.96,944.48,60,arpi_synthetic_generator
FPS-00000172,SLE-00000098,2025-07-25,GSA-002,EMP-00017,FP-004,LND-002,Retail Finance,GAP,ELIG-GAP,2,1,617.51,183.05,434.46,72,arpi_synthetic_generator
FPS-00000173,SLE-00000099,2025-07-25,GSA-002,EMP-00017,FP-007,LND-003,Retail Finance,Tire & Wheel,ELIG-TW,1,1,450.03,210.51,239.52,60,arpi_synthetic_generator
FPS-00000174,SLE-00000099,2025-07-25,GSA-002,EMP-00017,FP-018,LND-003,Retail Finance,Other Aftermarket Product,ELIG-OTH,2,1,169.42,67.33,102.09,36,arpi_synthetic_generator
FPS-00000175,SLE-00000100,2025-07-25,GSA-002,EMP-00017,FP-004,LND-005,Retail Finance,GAP,ELIG-GAP,1,1,442.11,130.05,312.06,84,arpi_synthetic_generator
FPS-00000176,SLE-00000100,2025-07-25,GSA-002,EMP-00017,FP-008,LND-005,Retail Finance,Prepaid Maintenance,ELIG-PPM,2,1,510.38,279.73,230.65,24,arpi_synthetic_generator
FPS-00000177,SLE-00000100,2025-07-25,GSA-002,EMP-00017,FP-018,LND-005,Retail Finance,Other Aftermarket Product,ELIG-OTH,3,1,275.56,99.18,176.38,24,arpi_synthetic_generator
FPS-00000178,SLE-00000101,2025-07-26,GSA-003,EMP-00028,FP-001,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,2260.31,1184.57,1075.74,72,arpi_synthetic_generator
FPS-00000179,SLE-00000102,2025-07-26,GSA-003,EMP-00028,FP-002,LND-009,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1410.93,696.25,714.68,84,arpi_synthetic_generator
FPS-00000180,SLE-00000102,2025-07-26,GSA-003,EMP-00028,FP-004,LND-009,Retail Finance,GAP,ELIG-GAP,2,1,374.47,105.00,269.47,72,arpi_synthetic_generator
FPS-00000181,SLE-00000103,2025-07-26,GSA-002,EMP-00017,FP-007,,Cash,Tire & Wheel,ELIG-TW,1,1,2115.71,963.06,1152.65,48,arpi_synthetic_generator
FPS-00000182,SLE-00000104,2025-07-26,GSA-001,EMP-00005,FP-001,LND-001,Lease,Vehicle Service Contract,ELIG-VSC,1,1,980.77,522.67,458.10,60,arpi_synthetic_generator
FPS-00000183,SLE-00000104,2025-07-26,GSA-001,EMP-00005,FP-006,LND-001,Lease,Tire & Wheel,ELIG-TW,2,1,455.09,216.88,238.21,36,arpi_synthetic_generator
FPS-00000184,SLE-00000104,2025-07-26,GSA-001,EMP-00005,FP-010,LND-001,Lease,Appearance Protection,ELIG-OTH,3,1,385.30,119.60,265.70,48,arpi_synthetic_generator
FPS-00000185,SLE-00000104,2025-07-26,GSA-001,EMP-00005,FP-014,LND-001,Lease,Paintless Dent Protection,ELIG-OTH,4,1,257.83,92.92,164.91,60,arpi_synthetic_generator
FPS-00000186,SLE-00000104,2025-07-26,GSA-001,EMP-00005,FP-016,LND-001,Lease,Lease Wear Protection,ELIG-LWP,5,1,326.37,124.81,201.56,36,arpi_synthetic_generator
FPS-00000187,SLE-00000105,2025-07-26,GSA-003,EMP-00028,FP-004,LND-003,Retail Finance,GAP,ELIG-GAP,1,1,363.81,113.13,250.68,84,arpi_synthetic_generator
FPS-00000188,SLE-00000105,2025-07-26,GSA-003,EMP-00028,FP-006,LND-003,Retail Finance,Tire & Wheel,ELIG-TW,2,1,517.31,233.93,283.38,36,arpi_synthetic_generator
FPS-00000189,SLE-00000108,2025-07-28,GSA-001,EMP-00005,FP-008,LND-003,Retail Finance,Prepaid Maintenance,ELIG-PPM,1,1,3330.55,1903.82,1426.73,36,arpi_synthetic_generator
FPS-00000190,SLE-00000109,2025-07-29,GSA-003,EMP-00028,FP-006,LND-009,Retail Finance,Tire & Wheel,ELIG-TW,1,1,977.40,464.89,512.51,36,arpi_synthetic_generator
FPS-00000191,SLE-00000110,2025-07-29,GSA-001,EMP-00005,FP-010,LND-001,Lease,Appearance Protection,ELIG-OTH,1,1,3108.71,989.05,2119.66,60,arpi_synthetic_generator
FPS-00000192,SLE-00000111,2025-07-30,GSA-001,,FP-001,LND-001,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,604.20,328.12,276.08,60,arpi_synthetic_generator
FPS-00000193,SLE-00000111,2025-07-30,GSA-001,,FP-004,LND-001,Retail Finance,GAP,ELIG-GAP,2,1,185.19,58.20,126.99,60,arpi_synthetic_generator
FPS-00000194,SLE-00000112,2025-07-30,GSA-003,EMP-00028,FP-004,LND-003,Retail Finance,GAP,ELIG-GAP,1,1,315.60,88.71,226.89,72,arpi_synthetic_generator
FPS-00000195,SLE-00000112,2025-07-30,GSA-003,EMP-00028,FP-010,LND-003,Retail Finance,Appearance Protection,ELIG-OTH,2,1,439.76,153.68,286.08,60,arpi_synthetic_generator
FPS-00000196,SLE-00000112,2025-07-30,GSA-003,EMP-00028,FP-012,LND-003,Retail Finance,Key Replacement,ELIG-OTH,3,1,188.23,74.78,113.45,36,arpi_synthetic_generator
FPS-00000197,SLE-00000112,2025-07-30,GSA-003,EMP-00028,FP-015,LND-003,Retail Finance,Paintless Dent Protection,ELIG-OTH,4,1,233.03,85.06,147.97,24,arpi_synthetic_generator
FPS-00000198,SLE-00000115,2025-07-31,GSA-001,,FP-001,LND-003,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,611.33,325.12,286.21,48,arpi_synthetic_generator
FPS-00000199,SLE-00000115,2025-07-31,GSA-001,,FP-004,LND-003,Retail Finance,GAP,ELIG-GAP,2,1,189.13,57.47,131.66,84,arpi_synthetic_generator
FPS-00000200,SLE-00000117,2025-08-01,GSA-002,EMP-00017,FP-001,LND-002,Lease,Vehicle Service Contract,ELIG-VSC,1,1,1115.24,610.50,504.74,60,arpi_synthetic_generator
FPS-00000201,SLE-00000117,2025-08-01,GSA-002,EMP-00017,FP-009,LND-002,Lease,Prepaid Maintenance,ELIG-PPM,2,1,328.86,192.58,136.28,24,arpi_synthetic_generator
FPS-00000202,SLE-00000118,2025-08-01,GSA-001,EMP-00005,FP-002,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,3157.81,1642.95,1514.86,72,arpi_synthetic_generator
FPS-00000203,SLE-00000119,2025-08-01,GSA-001,EMP-00005,FP-011,,Cash,Appearance Protection,ELIG-OTH,1,1,1680.94,622.97,1057.97,60,arpi_synthetic_generator
FPS-00000204,SLE-00000121,2025-08-02,GSA-002,EMP-00017,FP-004,LND-002,Retail Finance,GAP,ELIG-GAP,1,1,932.19,293.10,639.09,72,arpi_synthetic_generator
FPS-00000205,SLE-00000122,2025-08-02,GSA-001,EMP-00005,FP-012,,Cash,Key Replacement,ELIG-OTH,1,1,869.20,337.50,531.70,48,arpi_synthetic_generator
FPS-00000206,SLE-00000124,2025-08-02,GSA-001,EMP-00005,FP-007,LND-001,Retail Finance,Tire & Wheel,ELIG-TW,1,1,180.97,84.36,96.61,48,arpi_synthetic_generator
FPS-00000207,SLE-00000124,2025-08-02,GSA-001,EMP-00005,FP-014,LND-001,Retail Finance,Paintless Dent Protection,ELIG-OTH,2,1,85.47,28.46,57.01,60,arpi_synthetic_generator
FPS-00000208,SLE-00000125,2025-08-02,GSA-002,EMP-00017,FP-005,LND-010,Retail Finance,GAP,ELIG-GAP,1,1,722.69,242.73,479.96,60,arpi_synthetic_generator
FPS-00000209,SLE-00000125,2025-08-02,GSA-002,EMP-00017,FP-018,LND-010,Retail Finance,Other Aftermarket Product,ELIG-OTH,2,1,504.68,192.70,311.98,48,arpi_synthetic_generator
FPS-00000210,SLE-00000126,2025-08-02,GSA-002,EMP-00017,FP-001,LND-002,Lease,Vehicle Service Contract,ELIG-VSC,1,1,3035.74,1625.83,1409.91,48,arpi_synthetic_generator
FPS-00000211,SLE-00000127,2025-08-02,GSA-001,,FP-012,LND-001,Lease,Key Replacement,ELIG-OTH,1,1,713.92,265.59,448.33,36,arpi_synthetic_generator
FPS-00000212,SLE-00000128,2025-08-02,GSA-002,EMP-00017,FP-006,LND-007,Retail Finance,Tire & Wheel,ELIG-TW,1,1,1082.61,472.74,609.87,36,arpi_synthetic_generator
FPS-00000213,SLE-00000128,2025-08-02,GSA-002,EMP-00017,FP-018,LND-007,Retail Finance,Other Aftermarket Product,ELIG-OTH,2,1,484.18,179.24,304.94,48,arpi_synthetic_generator
FPS-00000214,SLE-00000128,2025-08-02,GSA-002,EMP-00017,FP-019,LND-007,Retail Finance,Other Aftermarket Product,ELIG-OTH,3,1,383.56,137.27,246.29,60,arpi_synthetic_generator
FPS-00000215,SLE-00000129,2025-08-02,GSA-001,EMP-00005,FP-001,LND-005,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2100.62,1054.03,1046.59,72,arpi_synthetic_generator
FPS-00000216,SLE-00000129,2025-08-02,GSA-001,EMP-00005,FP-004,LND-005,Retail Finance,GAP,ELIG-GAP,2,1,680.33,198.90,481.43,72,arpi_synthetic_generator
FPS-00000217,SLE-00000129,2025-08-02,GSA-001,EMP-00005,FP-009,LND-005,Retail Finance,Prepaid Maintenance,ELIG-PPM,3,1,634.49,351.91,282.58,12,arpi_synthetic_generator
FPS-00000218,SLE-00000130,2025-08-04,GSA-003,EMP-00028,FP-001,LND-009,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1126.42,586.58,539.84,60,arpi_synthetic_generator
FPS-00000219,SLE-00000130,2025-08-04,GSA-003,EMP-00028,FP-004,LND-009,Retail Finance,GAP,ELIG-GAP,2,1,344.88,96.55,248.33,60,arpi_synthetic_generator
FPS-00000220,SLE-00000131,2025-08-04,GSA-001,EMP-00005,FP-004,LND-001,Retail Finance,GAP,ELIG-GAP,1,1,584.96,170.34,414.62,72,arpi_synthetic_generator
FPS-00000221,SLE-00000131,2025-08-04,GSA-001,EMP-00005,FP-011,LND-001,Retail Finance,Appearance Protection,ELIG-OTH,2,1,690.51,248.85,441.66,60,arpi_synthetic_generator
FPS-00000222,SLE-00000131,2025-08-04,GSA-001,EMP-00005,FP-013,LND-001,Retail Finance,Theft or Security Product,ELIG-OTH,3,1,400.86,121.45,279.41,48,arpi_synthetic_generator
FPS-00000223,SLE-00000131,2025-08-04,GSA-001,EMP-00005,FP-019,LND-001,Retail Finance,Other Aftermarket Product,ELIG-OTH,4,1,287.99,98.71,189.28,60,arpi_synthetic_generator
FPS-00000224,SLE-00000132,2025-08-04,GSA-003,EMP-00028,FP-003,LND-008,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2585.21,1341.76,1243.45,84,arpi_synthetic_generator
FPS-00000225,SLE-00000132,2025-08-04,GSA-003,EMP-00028,FP-007,LND-008,Retail Finance,Tire & Wheel,ELIG-TW,2,1,992.39,430.53,561.86,36,arpi_synthetic_generator
FPS-00000226,SLE-00000133,2025-08-04,GSA-002,EMP-00017,FP-002,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,2340.71,1241.88,1098.83,72,arpi_synthetic_generator
FPS-00000227,SLE-00000134,2025-08-04,GSA-001,EMP-00005,FP-003,LND-004,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2356.41,1234.84,1121.57,72,arpi_synthetic_generator
FPS-00000228,SLE-00000134,2025-08-04,GSA-001,EMP-00005,FP-005,LND-004,Retail Finance,GAP,ELIG-GAP,2,1,477.72,145.40,332.32,48,arpi_synthetic_generator
FPS-00000229,SLE-00000134,2025-08-04,GSA-001,EMP-00005,FP-009,LND-004,Retail Finance,Prepaid Maintenance,ELIG-PPM,3,1,539.61,315.30,224.31,36,arpi_synthetic_generator
FPS-00000230,SLE-00000138,2025-08-05,GSA-002,EMP-00017,FP-014,,Cash,Paintless Dent Protection,ELIG-OTH,1,1,2116.49,778.35,1338.14,60,arpi_synthetic_generator
FPS-00000231,SLE-00000139,2025-08-05,GSA-001,EMP-00005,FP-006,LND-001,Lease,Tire & Wheel,ELIG-TW,1,1,1652.74,742.84,909.90,36,arpi_synthetic_generator
FPS-00000232,SLE-00000139,2025-08-05,GSA-001,EMP-00005,FP-010,LND-001,Lease,Appearance Protection,ELIG-OTH,2,1,1485.18,470.29,1014.89,72,arpi_synthetic_generator
FPS-00000233,SLE-00000140,2025-08-05,GSA-001,EMP-00005,FP-001,LND-001,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1707.71,892.33,815.38,48,arpi_synthetic_generator
FPS-00000234,SLE-00000140,2025-08-05,GSA-001,EMP-00005,FP-005,LND-001,Retail Finance,GAP,ELIG-GAP,2,1,488.35,162.20,326.15,60,arpi_synthetic_generator
FPS-00000235,SLE-00000140,2025-08-05,GSA-001,EMP-00005,FP-012,LND-001,Retail Finance,Key Replacement,ELIG-OTH,3,1,296.72,109.18,187.54,60,arpi_synthetic_generator
FPS-00000236,SLE-00000140,2025-08-05,GSA-001,EMP-00005,FP-014,LND-001,Retail Finance,Paintless Dent Protection,ELIG-OTH,4,1,436.64,143.10,293.54,60,arpi_synthetic_generator
FPS-00000237,SLE-00000141,2025-08-05,GSA-002,,FP-001,LND-002,Lease,Vehicle Service Contract,ELIG-VSC,1,1,875.42,437.03,438.39,48,arpi_synthetic_generator
FPS-00000238,SLE-00000141,2025-08-05,GSA-002,,FP-010,LND-002,Lease,Appearance Protection,ELIG-OTH,2,1,379.27,125.01,254.26,60,arpi_synthetic_generator
FPS-00000239,SLE-00000142,2025-08-05,GSA-003,EMP-00028,FP-004,LND-006,Retail Finance,GAP,ELIG-GAP,1,1,257.50,75.19,182.31,72,arpi_synthetic_generator
FPS-00000240,SLE-00000142,2025-08-05,GSA-003,EMP-00028,FP-006,LND-006,Retail Finance,Tire & Wheel,ELIG-TW,2,1,385.42,179.34,206.08,24,arpi_synthetic_generator
FPS-00000241,SLE-00000142,2025-08-05,GSA-003,EMP-00028,FP-018,LND-006,Retail Finance,Other Aftermarket Product,ELIG-OTH,3,1,160.74,57.70,103.04,48,arpi_synthetic_generator
FPS-00000242,SLE-00000143,2025-08-06,GSA-001,EMP-00005,FP-003,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,4383.48,2446.95,1936.53,84,arpi_synthetic_generator
FPS-00000243,SLE-00000144,2025-08-07,GSA-002,EMP-00017,FP-007,LND-006,Retail Finance,Tire & Wheel,ELIG-TW,1,1,340.58,157.99,182.59,48,arpi_synthetic_generator
FPS-00000244,SLE-00000146,2025-08-07,GSA-003,EMP-00028,FP-001,LND-009,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,569.60,306.70,262.90,60,arpi_synthetic_generator
FPS-00000245,SLE-00000148,2025-08-08,GSA-001,EMP-00005,FP-007,LND-001,Retail Finance,Tire & Wheel,ELIG-TW,1,1,1455.88,635.12,820.76,48,arpi_synthetic_generator
FPS-00000246,SLE-00000148,2025-08-08,GSA-001,EMP-00005,FP-008,LND-001,Retail Finance,Prepaid Maintenance,ELIG-PPM,2,1,1015.32,557.84,457.48,48,arpi_synthetic_generator
FPS-00000247,SLE-00000149,2025-08-08,GSA-003,EMP-00028,FP-010,LND-004,Retail Finance,Appearance Protection,ELIG-OTH,1,1,1152.98,398.08,754.90,60,arpi_synthetic_generator
FPS-00000248,SLE-00000149,2025-08-08,GSA-003,EMP-00028,FP-018,LND-004,Retail Finance,Other Aftermarket Product,ELIG-OTH,2,1,561.29,222.89,338.40,36,arpi_synthetic_generator
FPS-00000249,SLE-00000151,2025-08-08,GSA-003,EMP-00028,FP-003,LND-009,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1398.38,788.60,609.78,84,arpi_synthetic_generator
FPS-00000250,SLE-00000151,2025-08-08,GSA-003,EMP-00028,FP-012,LND-009,Retail Finance,Key Replacement,ELIG-OTH,2,1,165.66,61.77,103.89,36,arpi_synthetic_generator
FPS-00000251,SLE-00000152,2025-08-08,GSA-003,EMP-00028,FP-001,LND-009,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2244.35,1206.03,1038.32,48,arpi_synthetic_generator
FPS-00000252,SLE-00000153,2025-08-08,GSA-001,EMP-00005,FP-002,LND-001,Lease,Vehicle Service Contract,ELIG-VSC,1,1,1867.14,978.85,888.29,72,arpi_synthetic_generator
FPS-00000253,SLE-00000153,2025-08-08,GSA-001,EMP-00005,FP-017,LND-001,Lease,Lease Wear Protection,ELIG-LWP,2,1,574.83,210.77,364.06,39,arpi_synthetic_generator
FPS-00000254,SLE-00000155,2025-08-08,GSA-003,EMP-00028,FP-007,LND-004,Retail Finance,Tire & Wheel,ELIG-TW,1,1,686.69,291.18,395.51,36,arpi_synthetic_generator
FPS-00000255,SLE-00000156,2025-08-09,GSA-003,EMP-00028,FP-002,LND-004,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,826.00,428.09,397.91,72,arpi_synthetic_generator
FPS-00000256,SLE-00000156,2025-08-09,GSA-003,EMP-00028,FP-010,LND-004,Retail Finance,Appearance Protection,ELIG-OTH,2,1,284.11,94.94,189.17,72,arpi_synthetic_generator
FPS-00000257,SLE-00000158,2025-08-09,GSA-003,EMP-00028,FP-001,LND-003,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,531.34,269.57,261.77,60,arpi_synthetic_generator
FPS-00000258,SLE-00000158,2025-08-09,GSA-003,EMP-00028,FP-005,LND-003,Retail Finance,GAP,ELIG-GAP,2,1,154.50,49.79,104.71,72,arpi_synthetic_generator
FPS-00000259,SLE-00000158,2025-08-09,GSA-003,EMP-00028,FP-010,LND-003,Retail Finance,Appearance Protection,ELIG-OTH,3,1,234.72,82.89,151.83,72,arpi_synthetic_generator
FPS-00000260,SLE-00000159,2025-08-09,GSA-003,EMP-00028,FP-002,LND-007,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2633.18,1359.33,1273.85,60,arpi_synthetic_generator
FPS-00000261,SLE-00000160,2025-08-09,GSA-001,EMP-00005,FP-003,LND-006,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1513.54,812.95,700.59,72,arpi_synthetic_generator
FPS-00000262,SLE-00000160,2025-08-09,GSA-001,EMP-00005,FP-004,LND-006,Retail Finance,GAP,ELIG-GAP,2,1,342.84,104.12,238.72,60,arpi_synthetic_generator
FPS-00000263,SLE-00000161,2025-08-09,GSA-002,,FP-005,LND-002,Retail Finance,GAP,ELIG-GAP,1,1,506.55,153.52,353.03,60,arpi_synthetic_generator
FPS-00000264,SLE-00000161,2025-08-09,GSA-002,,FP-009,LND-002,Retail Finance,Prepaid Maintenance,ELIG-PPM,2,1,587.07,348.78,238.29,24,arpi_synthetic_generator
FPS-00000265,SLE-00000162,2025-08-09,GSA-002,EMP-00017,FP-002,LND-002,Lease,Vehicle Service Contract,ELIG-VSC,1,1,1770.59,884.38,886.21,72,arpi_synthetic_generator
FPS-00000266,SLE-00000162,2025-08-09,GSA-002,EMP-00017,FP-014,LND-002,Lease,Paintless Dent Protection,ELIG-OTH,2,1,402.37,140.87,261.50,60,arpi_synthetic_generator
FPS-00000267,SLE-00000162,2025-08-09,GSA-002,EMP-00017,FP-016,LND-002,Lease,Lease Wear Protection,ELIG-LWP,3,1,529.87,210.25,319.62,36,arpi_synthetic_generator
FPS-00000268,SLE-00000163,2025-08-09,GSA-001,EMP-00005,FP-013,LND-007,Retail Finance,Theft or Security Product,ELIG-OTH,1,1,855.54,259.12,596.42,48,arpi_synthetic_generator
FPS-00000269,SLE-00000165,2025-08-11,GSA-002,EMP-00017,FP-004,LND-002,Retail Finance,GAP,ELIG-GAP,1,1,1672.08,509.52,1162.56,60,arpi_synthetic_generator
FPS-00000270,SLE-00000167,2025-08-11,GSA-001,EMP-00005,FP-001,LND-001,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1699.28,874.11,825.17,60,arpi_synthetic_generator
FPS-00000271,SLE-00000167,2025-08-11,GSA-001,EMP-00005,FP-008,LND-001,Retail Finance,Prepaid Maintenance,ELIG-PPM,2,1,667.05,386.49,280.56,24,arpi_synthetic_generator
FPS-00000272,SLE-00000168,2025-08-11,GSA-002,,FP-004,LND-005,Retail Finance,GAP,ELIG-GAP,1,1,924.30,282.28,642.02,72,arpi_synthetic_generator
FPS-00000273,SLE-00000169,2025-08-11,GSA-001,EMP-00005,FP-001,LND-001,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,839.98,443.09,396.89,72,arpi_synthetic_generator
FPS-00000274,SLE-00000169,2025-08-11,GSA-001,EMP-00005,FP-007,LND-001,Retail Finance,Tire & Wheel,ELIG-TW,2,1,441.10,199.00,242.10,48,arpi_synthetic_generator
FPS-00000275,SLE-00000169,2025-08-11,GSA-001,EMP-00005,FP-012,LND-001,Retail Finance,Key Replacement,ELIG-OTH,3,1,146.18,54.89,91.29,48,arpi_synthetic_generator
FPS-00000276,SLE-00000169,2025-08-11,GSA-001,EMP-00005,FP-013,LND-001,Retail Finance,Theft or Security Product,ELIG-OTH,4,1,184.24,61.20,123.04,48,arpi_synthetic_generator
FPS-00000277,SLE-00000170,2025-08-12,GSA-003,EMP-00028,FP-005,LND-004,Retail Finance,GAP,ELIG-GAP,1,1,814.80,255.03,559.77,60,arpi_synthetic_generator
